field_135054_a,i18nLocale,net/minecraft/client/resources/I18n
field_150106_a,field_150106_a,net/minecraft/block/BlockStainedGlassPane
field_78234_a,chestLid,net/minecraft/client/model/ModelChest
field_110850_f,whiteHorseTextures,net/minecraft/client/renderer/entity/RenderHorse
field_75793_d,sizeOnDisk,net/minecraft/world/storage/SaveFormatComparator
field_71426_K,debug,net/minecraft/client/Minecraft
field_71140_co,chatColours,net/minecraft/entity/player/EntityPlayerMP
Uninitialized,Uninitialized,net/minecraft/client/stream/BroadcastController$BroadcastState
field_151573_f,iron,net/minecraft/block/material/Material
field_74845_a,errorObjects,net/minecraft/command/CommandException
field_77990_d,stackTagCompound,net/minecraft/item/ItemStack
field_76427_o,waterBreathing,net/minecraft/potion/Potion
field_76016_k,acquireIron,net/minecraft/stats/AchievementList
field_146325_B,field_146325_B,net/minecraft/client/gui/GuiCreateWorld
field_71429_W,leftClickCounter,net/minecraft/client/Minecraft
field_70758_at,prevRotationYawHead,net/minecraft/entity/EntityLivingBase
field_75344_i,field_75344_i,net/minecraft/entity/ai/EntityAIFollowOwner
field_148959_h,field_148959_h,net/minecraft/network/play/server/S0CPacketSpawnPlayer
field_73005_l,updateLCG,net/minecraft/world/World
field_78403_j,textureU,net/minecraft/client/renderer/Tessellator
field_151597_y,snow,net/minecraft/block/material/Material
field_110984_i,iconName,net/minecraft/client/renderer/texture/TextureAtlasSprite
field_151388_d,field_151388_d,net/minecraft/enchantment/EnchantmentHelper
field_71573_c,posZ,net/minecraft/util/ChunkCoordinates
field_72793_b,trackedEntities,net/minecraft/entity/EntityTracker
field_74322_I,keyBindPickBlock,net/minecraft/client/settings/GameSettings
field_77335_o,looting,net/minecraft/enchantment/Enchantment
field_147618_d,framebufferHeight,net/minecraft/client/shader/Framebuffer
field_142052_b,field_142052_b,net/minecraft/entity/ai/EntityAIHurtByTarget
field_110778_a,shadowTextures,net/minecraft/client/renderer/entity/Render
field_146335_h,field_146335_h,net/minecraft/client/gui/GuiCreateWorld
field_74330_P,showDebugInfo,net/minecraft/client/settings/GameSettings
field_70858_e,homeCheckTimer,net/minecraft/entity/monster/EntityIronGolem
field_73843_a,prevVignetteBrightness,net/minecraft/client/gui/GuiIngame
field_110450_ap,mcDefaultResourcePack,net/minecraft/client/Minecraft
field_149757_G,maxZ,net/minecraft/block/Block
field_74784_a,tagMap,net/minecraft/nbt/NBTTagCompound
field_147593_P,mapSoundPositions,net/minecraft/client/renderer/RenderGlobal
field_78846_c,populationInfo,net/minecraft/client/multiplayer/ServerData
field_78030_b,tabBlock,net/minecraft/creativetab/CreativeTabs
field_149202_d,field_149202_d,net/minecraft/network/play/server/S01PacketJoinGame
field_149445_a,field_149445_a,net/minecraft/network/play/server/S20PacketEntityProperties
field_76377_j,generic,net/minecraft/util/DamageSource
field_151484_k,field_151484_k,net/minecraft/entity/ai/EntityAITempt
field_70700_bx,numTicksToChaseTarget,net/minecraft/entity/EntityLiving
field_149948_a,field_149948_a,net/minecraft/block/BlockEndPortal
field_76168_c,capacity,net/minecraft/util/LongHashMap
field_146562_a,field_146562_a,net/minecraft/client/gui/achievement/GuiAchievements
field_76501_f,height,net/minecraft/world/gen/feature/WorldGenBigTree
field_78198_b,slimeRightEye,net/minecraft/client/model/ModelSlime
field_72758_d,prevSortX,net/minecraft/client/renderer/RenderGlobal
field_75272_a,theEntity,net/minecraft/entity/ai/EntityAISit
field_73693_g,reason,net/minecraft/server/management/BanEntry
field_70225_c,targetY,net/minecraft/entity/item/EntityEnderEye
field_145854_h,blockType,net/minecraft/tileentity/TileEntity
field_151682_a,field_151682_a,net/minecraft/world/gen/layer/GenLayer$2
field_94552_d,field_94552_d,net/minecraft/util/CombatTracker
CHAT_WIDTH,CHAT_WIDTH,net/minecraft/client/settings/GameSettings$Options
field_148523_a,field_148523_a,net/minecraft/client/resources/ResourcePackRepository$2
field_76681_e,blockMSBArray,net/minecraft/world/chunk/storage/ExtendedBlockStorage
field_150615_aC,field_150615_aC,net/minecraft/world/biome/BiomeGenSnow
field_110157_c,sprintingSpeedBoostModifier,net/minecraft/entity/EntityLivingBase
field_146568_t,field_146568_t,net/minecraft/client/gui/achievement/GuiAchievements
field_150514_p,yellowFlowerGen,net/minecraft/world/biome/BiomeDecorator
field_78305_q,alpha,net/minecraft/client/gui/FontRenderer
field_150421_aI,jukebox,net/minecraft/init/Blocks
field_149776_m,soundTypeSand,net/minecraft/block/Block
field_148935_f,field_148935_f,net/minecraft/network/play/server/S08PacketPlayerPosLook
field_72765_l,worldRenderers,net/minecraft/client/renderer/RenderGlobal
field_74597_i,viewport,net/minecraft/client/renderer/ActiveRenderInfo
field_74276_f,lastHRTime,net/minecraft/util/Timer
field_150661_c,field_150661_c,net/minecraft/block/BlockRailBase$Rail
LOGGER,LOGGER,net/minecraft/realms/RealmsConnect
field_150182_M,field_150182_M,net/minecraft/block/BlockRedstoneWire
field_77856_bY,isWolfsFavoriteMeat,net/minecraft/item/ItemFood
field_149599_c,field_149599_c,net/minecraft/network/handshake/client/C00Handshake
field_82218_g,field_82218_g,net/minecraft/entity/boss/EntityWither
field_94317_b,stitchSlots,net/minecraft/client/renderer/texture/Stitcher
field_146974_g,logger,net/minecraft/client/gui/GuiMainMenu
field_94051_e,field_94051_e,net/minecraft/inventory/InventoryBasic
field_72674_a,byteArrayOutput,net/minecraft/network/rcon/RConOutputStream
field_146386_v,field_146386_v,net/minecraft/client/gui/GuiCreateFlatWorld
field_75318_f,field_75318_f,net/minecraft/entity/ai/EntityAIArrowAttack
field_147901_a,field_147901_a,net/minecraft/client/particle/EffectRenderer$3
field_78499_K,smoothCamFilterY,net/minecraft/client/renderer/EntityRenderer
field_148536_c,listMipmaps,net/minecraft/client/resources/data/TextureMetadataSection
field_110353_x,splashTexts,net/minecraft/client/gui/GuiMainMenu
field_150990_m,field_150990_m,net/minecraft/item/ItemFishFood$FishType
field_75455_b,xPosition,net/minecraft/entity/ai/EntityAIWander
field_70558_as,particleName,net/minecraft/client/particle/EntityCrit2FX
field_150249_a,parentStyle,net/minecraft/util/ChatStyle
field_77400_d,toolUses,net/minecraft/village/MerchantRecipe
field_96541_d,field_96541_d,net/minecraft/scoreboard/Scoreboard
field_149515_b,field_149515_b,net/minecraft/network/play/client/C0BPacketEntityAction
FAILED_TWITCH_AUTH,FAILED_TWITCH_AUTH,net/minecraft/client/gui/stream/GuiStreamUnavailable$Reason
field_150777_a,rootHeight,net/minecraft/world/biome/BiomeGenBase$Height
field_147879_ad,aoBrightnessXYZPPN,net/minecraft/client/renderer/RenderBlocks
field_149280_d,field_149280_d,net/minecraft/network/play/server/S21PacketChunkData
field_110560_d,bufferedImage,net/minecraft/client/renderer/ThreadDownloadImageData
field_147379_i,field_147379_i,net/minecraft/network/NetHandlerPlayServer
field_149401_a,field_149401_a,net/minecraft/network/play/server/S1FPacketSetExperience
DARK_BLUE,DARK_BLUE,net/minecraft/util/EnumChatFormatting
field_76114_p,thunderTime,net/minecraft/world/storage/WorldInfo
field_110465_b,charLefts,net/minecraft/client/resources/data/FontMetadataSection
VERSION_STRING,VERSION_STRING,net/minecraft/realms/RealmsSharedConstants
field_70546_d,particleAge,net/minecraft/client/particle/EntityFX
field_147856_aw,colorGreenTopRight,net/minecraft/client/renderer/RenderBlocks
field_110804_g,minecartTextures,net/minecraft/client/renderer/entity/RenderMinecart
field_147014_u,brewingStandGuiTextures,net/minecraft/client/gui/inventory/GuiBrewingStand
field_82387_b,intListPattern,net/minecraft/command/PlayerSelector
field_94234_k,height,net/minecraft/client/renderer/texture/DynamicTexture
field_152313_r,field_152313_r,net/minecraft/client/gui/stream/GuiStreamOptions
DIAMOND,DIAMOND,net/minecraft/item/ItemArmor$ArmorMaterial
field_70460_b,armorInventory,net/minecraft/entity/player/InventoryPlayer
SHOW_CAPE,SHOW_CAPE,net/minecraft/client/settings/GameSettings$Options
field_77478_a,defaultTexUnit,net/minecraft/client/renderer/OpenGlHelper
field_147821_H,aoLightValueScratchXYZNPP,net/minecraft/client/renderer/RenderBlocks
field_76772_c,plains,net/minecraft/world/biome/BiomeGenBase
field_74358_q,chatLinksPrompt,net/minecraft/client/settings/GameSettings
field_78158_e,ocelotTail,net/minecraft/client/model/ModelOcelot
field_110693_N,horseRightSaddleRope,net/minecraft/client/model/ModelHorse
field_92014_j,explosionStrength,net/minecraft/entity/monster/EntityGhast
field_72450_a,xCoord,net/minecraft/util/Vec3
field_152443_c,field_152443_c,net/minecraft/client/gui/GuiStreamIndicator
field_153211_u,field_153211_u,net/minecraft/client/renderer/OpenGlHelper
field_72428_a,server,net/minecraft/server/dedicated/DedicatedServer$2
field_75360_j,field_75360_j,net/minecraft/entity/ai/EntityAIOpenDoor
$VALUES,$VALUES,net/minecraft/block/BlockPressurePlate$Sensitivity
field_75532_g,field_75532_g,net/minecraft/village/VillageSiege
field_148624_n,playingSoundsStopTime,net/minecraft/client/audio/SoundManager
field_111137_c,mapByOperation,net/minecraft/entity/ai/attributes/ModifiableAttributeInstance
field_110709_a,head,net/minecraft/client/model/ModelHorse
field_145810_d,field_145810_d,net/minecraft/entity/item/EntityFallingBlock
field_78922_b,chunksUpdated,net/minecraft/client/renderer/WorldRenderer
field_110274_bs,temper,net/minecraft/entity/passive/EntityHorse
field_148051_c,manager,net/minecraft/client/shader/Shader
field_147676_d,field_147676_d,net/minecraft/client/audio/MusicTicker
field_152613_a,field_152613_a,net/minecraft/server/management/ServerConfigurationManager
SIZE_2,SIZE_2,net/minecraft/entity/Entity$EnumEntitySize
field_152949_a,field_152949_a,net/minecraft/client/stream/TwitchStream
field_150405_ch,hardened_clay,net/minecraft/init/Blocks
field_75591_c,villageObj,net/minecraft/village/Village$VillageAgressor
field_75002_c,hasMadeChest,net/minecraft/world/gen/structure/StructureStrongholdPieces$ChestCorridor
field_82483_a,itemDispenseBehaviorProvider,net/minecraft/dispenser/IBehaviorDispenseItem
field_76200_c,dimension,net/minecraft/world/storage/MapData
field_78935_u,isWaitingOnOcclusionQuery,net/minecraft/client/renderer/WorldRenderer
field_94590_d,field_94590_d,net/minecraft/item/ItemPotion
field_77878_bZ,material,net/minecraft/item/ItemArmor
field_148892_b,field_148892_b,net/minecraft/network/play/server/S32PacketConfirmTransaction
field_72408_o,playerPingIndex,net/minecraft/server/management/ServerConfigurationManager
field_82603_g,order_a,net/minecraft/util/EnumFacing
field_78796_g,rotateAngleY,net/minecraft/client/model/ModelRenderer
field_150914_c,field_150914_c,net/minecraft/item/ItemTool
field_78095_p,onGround,net/minecraft/client/model/ModelBase
field_78902_a,moveStrafe,net/minecraft/util/MovementInput
NOT_SET,NOT_SET,net/minecraft/world/WorldSettings$GameType
field_71154_f,renderArmYaw,net/minecraft/client/entity/EntityPlayerSP
field_148119_h,field_148119_h,net/minecraft/client/util/JsonBlendingMode
field_75584_b,villageDoorInfoList,net/minecraft/village/Village
field_147534_d,field_147534_d,net/minecraft/client/renderer/tileentity/TileEntitySkullRenderer
field_70149_e,entityRiderPitchDelta,net/minecraft/entity/Entity
field_110506_b,gsonBuilder,net/minecraft/client/resources/data/IMetadataSerializer
field_73068_P,allPlayersSleeping,net/minecraft/world/WorldServer
field_82868_i,field_82868_i,net/minecraft/inventory/ContainerBeacon
field_146041_e,field_146041_e,net/minecraft/entity/projectile/EntityFishHook
field_75443_a,worldObj,net/minecraft/entity/ai/EntityAIAttackOnCollide
field_75841_h,previous,net/minecraft/pathfinding/PathPoint
field_72984_F,theProfiler,net/minecraft/world/World
field_149094_d,field_149094_d,net/minecraft/network/play/server/S0APacketUseBed
field_70984_by,dragonPartTail2,net/minecraft/entity/boss/EntityDragon
field_70125_A,rotationPitch,net/minecraft/entity/Entity
field_146162_g,field_146162_g,net/minecraft/client/gui/GuiLabel
field_149554_a,field_149554_a,net/minecraft/network/play/client/C0EPacketClickWindow
field_73146_q,posY,net/minecraft/entity/EntityTrackerEntry
field_73059_b,theChunkProviderServer,net/minecraft/world/WorldServer
field_146799_A,field_146799_A,net/minecraft/client/gui/GuiMultiplayer
field_150152_N,field_150152_N,net/minecraft/block/BlockStairs
field_148287_a,field_148287_a,net/minecraft/client/gui/GuiKeyBindingList$CategoryEntry
proxy,proxy,net/minecraft/realms/RealmsScreen
field_148875_c,field_148875_c,net/minecraft/network/play/server/S24PacketBlockAction
field_70467_a,stackResult,net/minecraft/inventory/InventoryCraftResult
field_78219_b,spine,net/minecraft/client/model/ModelDragon
field_150638_aH,field_150638_aH,net/minecraft/world/biome/BiomeGenHills
field_110904_g,farmerVillagerTextures,net/minecraft/client/renderer/entity/RenderVillager
field_147508_c,field_147508_c,net/minecraft/client/renderer/tileentity/TileEntityChestRenderer
field_111000_c,dataBuffer,net/minecraft/client/renderer/texture/TextureUtil
field_74274_a,mcServer,net/minecraft/server/MinecraftServer$4
field_153007_e,field_153007_e,net/minecraft/client/stream/ChatController
field_78253_h,vertexPositions,net/minecraft/client/model/ModelBox
field_150889_b,logger,net/minecraft/stats/StatisticsFile
field_135039_a,languageCode,net/minecraft/client/resources/Language
field_75510_g,totalTicks,net/minecraft/pathfinding/PathNavigate
field_76695_e,skyLight,net/minecraft/world/chunk/storage/ChunkLoader$AnvilConverterData
Alban,Alban,net/minecraft/entity/item/EntityPainting$EnumArt
field_151666_j,snowColor,net/minecraft/block/material/MapColor
field_150150_a,field_150150_a,net/minecraft/block/BlockStairs
field_71170_cm,wasSneaking,net/minecraft/client/entity/EntityClientPlayerMP
field_78142_a,head,net/minecraft/client/model/ModelChicken
field_150551_b,field_150551_b,net/minecraft/world/gen/feature/WorldGenFlowers
field_151172_bF,carrot,net/minecraft/init/Items
field_151173_ae,diamond_leggings,net/minecraft/init/Items
field_77070_b,field_77070_b,net/minecraft/client/renderer/entity/RenderBiped
field_152863_D,field_152863_D,net/minecraft/client/stream/BroadcastController
field_151024_Q,leather_helmet,net/minecraft/init/Items
field_70864_bA,rotationVelocity,net/minecraft/entity/passive/EntitySquid
field_146220_v,visible,net/minecraft/client/gui/GuiTextField
lastPingSnapshot,lastPingSnapshot,net/minecraft/realms/ServerPing
field_146798_g,field_146798_g,net/minecraft/client/gui/GuiMultiplayer
Pointer,Pointer,net/minecraft/entity/item/EntityPainting$EnumArt
field_151136_bY,golden_horse_armor,net/minecraft/init/Items
field_151137_ax,redstone,net/minecraft/init/Items
$VALUES,$VALUES,net/minecraft/network/play/client/C16PacketClientStatus$EnumState
field_151033_d,flint_and_steel,net/minecraft/init/Items
field_148971_b,field_148971_b,net/minecraft/network/play/server/S10PacketSpawnPainting
field_150323_B,noteblock,net/minecraft/init/Blocks
field_71147_cj,wasHungry,net/minecraft/entity/player/EntityPlayerMP
field_82900_g,field_82900_g,net/minecraft/client/model/ModelWitch
field_149116_e,field_149116_e,net/minecraft/network/play/server/S39PacketPlayerAbilities
field_71346_p,isPublic,net/minecraft/server/integrated/IntegratedServer
field_151074_bl,gold_nugget,net/minecraft/init/Items
field_76431_k,confusion,net/minecraft/potion/Potion
field_152874_j,field_152874_j,net/minecraft/client/stream/BroadcastController
field_151046_w,diamond_pickaxe,net/minecraft/init/Items
field_76005_g,mineWood,net/minecraft/stats/AchievementList
field_150333_U,stone_slab,net/minecraft/init/Blocks
field_148589_c,field_148589_c,net/minecraft/client/audio/ISound$AttenuationType
field_71428_T,timer,net/minecraft/client/Minecraft
field_75339_e,theOwner,net/minecraft/entity/ai/EntityAIFollowOwner
field_77774_bZ,unlocalizedName,net/minecraft/item/Item
